unit_dir,sk_v_mean,sk_v_std,sk_v_p50,sk_v_p90,sk_v_max,sk_vmax_mean,sk_vmax_std,sk_vmax_p50,sk_vmax_p90,sk_vmax_max,sk_a_mean,sk_a_std,sk_a_p50,sk_a_p90,sk_a_max,sk_jerk_mean,sk_jerk_std,sk_jerk_p50,sk_jerk_p90,sk_jerk_max,sk_vwrist_mean,sk_vwrist_std,sk_vwrist_p50,sk_vwrist_p90,sk_vwrist_max,sk_vankle_mean,sk_vankle_std,sk_vankle_p50,sk_vankle_p90,sk_vankle_max,sk_conf,sk_T,sk_scale,sk_hip_path,sk_hip_net,sk_cad_hz,sk_cad_pow,sk_spec_cent,sk_active_frac,sk_v_iqr,imu_acc_mean,imu_acc_std,imu_acc_p50,imu_acc_p90,imu_acc_max,imu_dacc_mean,imu_dacc_std,imu_dacc_p50,imu_dacc_p90,imu_dacc_max,imu_acc_energy,imu_gyr_mean,imu_gyr_std,imu_gyr_p50,imu_gyr_p90,imu_gyr_max,imu_gyr_energy,rad_v_mean,rad_v_std,rad_v_p50,rad_v_p90,rad_v_max,rad_n,rad_frames
"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user1/1-1-1",0.0379118909304687,0.038481192105282475,0.024089631471306706,0.0850528684667254,0.2704661889799528,0.10901863365343636,0.1067936914667534,0.07023786998392553,0.24146066582748768,0.7000631930307613,0.056035672526507686,0.06139255038655185,0.035863358246899964,0.12659731699330964,0.44053493335079047,0.03229463091668614,0.036058918733485365,0.019165598799230292,0.08018618226168713,0.22934392331111023,0.03229219779572401,0.03871814509014704,0.017313043425384957,0.08237552051174578,0.35863252729838074,0.05264207444026333,0.050700401796908316,0.03790257659388998,0.12061592573188115,0.32530873064074944,1.0,555.0,1.7347075230970934,21.038250665462986,0.4845128280571544,0.018050541516245487,0.021908691900376746,1.9760531152457035,0.4007220216606498,0.03552461131036238,1.0890250488700715,0.44186743986409865,0.9996686939533488,1.3884233544098863,7.007482714926952,0.222015309559178,0.3786333521777805,0.09159594787056125,0.5299503857093936,5.699833231749283,0.19524683441205282,84.38477829850854,113.89870676420101,36.119555876385775,234.1043612320721,971.2976182581732,12972.915402557448,0.03528846685300017,0.12829813664429818,0.0,0.0,0.965699017047882,10098.0,1119.0
"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user1/1-1-2",0.031451935562404075,0.03437455015666953,0.01824858738872836,0.07689499672388317,0.22864552826797313,0.08787877205167463,0.08834709293556568,0.05404020036085611,0.2223939235285732,0.4373020123734518,0.0452713244268369,0.0505605586266865,0.024774687963551055,0.1107429986977848,0.3091354236074523,0.027717337744456286,0.03388927835216026,0.014418318825606617,0.06898647956097416,0.2536479677135832,0.02610482643480178,0.033998058025698205,0.013384993147688427,0.06742196246044255,0.2232781618325479,0.04830858071002635,0.049528161412617545,0.030421861776947143,0.1173166775045573,0.2599124198993254,1.0,527.0,1.62368714569753,17.401047557554502,0.3158319327609601,0.03802281368821293,0.015100693542396097,2.2287503392988413,0.39923954372623577,0.03445511253266637,1.1043828927154788,0.5113234038876772,0.9949062768969732,1.36648205185696,6.519828908798145,0.23520692979461877,0.49066479285722175,0.057497777394690086,0.6824042115962456,6.23934982709106,0.26145162336328065,81.61847919972529,124.55343563972106,29.464249028026124,254.79831989573228,1218.8514570258346,15513.558329658137,0.03077641254223304,0.12239081871875822,0.0,0.0,0.965699017047882,8978.0,1063.0
"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user1/1-1-3",0.05066820521568173,0.038259907060175236,0.04245029533211503,0.10146052472028742,0.1950136490197854,0.15154015549722302,0.11597350423837335,0.11946726820886928,0.3147629738827807,0.6847369212214405,0.06997591406587729,0.05454615304140909,0.05766634488310109,0.1503367061548524,0.28745344336674483,0.04212373413007976,0.0342216519596643,0.034095698320998194,0.08498449772865611,0.17891739678413315,0.046401329750473695,0.043427893681497555,0.03344038641221269,0.1000378205177292,0.2537100636787212,0.08543001971577463,0.06901492244523151,0.07277192105086022,0.18284380823360646,0.3356667125826594,1.0,200.0,1.5804693160057524,11.699829652563256,0.25338675176519837,0.3517587939698492,0.035919645276573015,2.294854401605398,0.4020100502512563,0.04982005074429731,1.5960883590266361,1.3078126860895758,1.0385446497780204,3.2927322690508953,11.623476631369808,0.8038612900201123,1.2186552238254824,0.2956489122693342,2.3316522545649105,10.618947739116887,1.710374021896831,193.04788297680565,223.49473245081285,106.45094030846806,527.7890326406614,1092.2893740969012,49949.89543326041,0.04955716460815394,0.15743332252679212,0.0,0.1207123771309852,0.965699017047882,3264.0,400.0
"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user1/1-2-1",0.034608643127666795,0.06312274713465074,0.012593141459904252,0.07652264877324166,0.5006413038805277,0.11278540296229508,0.17403993108513371,0.032704679207024856,0.2750171715638859,1.021301665094603,0.05210435173672472,0.0994271177342004,0.018162125611556584,0.11112373593861812,0.6678132046934409,0.029867287452092516,0.054467606282342464,0.009625718449942155,0.07090095334669505,0.4161392589761286,0.03099803516080731,0.07269038957372063,0.011074359843184077,0.04596424857686046,0.5848737309600179,0.040630983276660454,0.06887016989814429,0.019708993240167783,0.08573434381914011,0.659522389270083,1.0,237.0,1.239547202732341,7.843925578906301,0.4860028424542418,0.0423728813559322,0.08355909779520419,1.82451566383226,0.3983050847457627,0.02847271823519819,0.9961400969069336,0.12579637550009876,0.9852898048940424,1.087809925391385,2.597466650411512,0.09688236360723639,0.13539506497170006,0.0450264454927618,0.2442437610301703,1.6400639138371904,0.015824728088961845,40.554369285821785,67.02765834415719,14.27241386728108,110.80074576860197,575.4117599337017,4492.706983101064,0.03172056849783935,0.11344771651070591,0.0,0.0,0.9656966924667358,2915.0,477.0
"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user1/1-2-2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000961496901582,0.15059317154516533,0.9842235518417551,1.103685643650401,2.6478045622741875,0.11642565886774103,0.17199540870731733,0.04787110873638989,0.29730424080944895,1.6904697201212446,0.02267830331603159,44.04110311791118,73.9262746311651,14.727770367574312,118.74921524372277,721.4900176579022,5465.094080842446,0.024665385595502645,0.0978139937758188,0.0,0.0,0.9656966924667358,3093.0,505.0
"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user1/1-2-3",0.023760946669198185,0.032761906425316865,0.012598211607446896,0.04654093888455527,0.20486312131951653,0.08349729192163466,0.10396683447551981,0.044319841939842106,0.23438610817531658,0.5965111482246167,0.03227957191730249,0.04882643204073262,0.01662909116849117,0.06005729842046931,0.2630710874199593,0.018424245023705935,0.02919716466738224,0.007647542188277223,0.035871332259200576,0.166975623242019,0.024946238992968675,0.05800213372878964,0.00869161780214852,0.048851690242118204,0.5713932082458645,0.05038783519423724,0.05836173196916623,0.029671457085225665,0.1250048736987646,0.27780843225885915,1.0,137.0,1.78237881307715,2.887245198560345,0.5363517448681714,0.07352941176470587,0.10289712724874625,1.8389135159100884,0.39705882352941174,0.016062536511846567,1.1115599887966978,0.4324878392482744,1.0000349993875213,1.4664013775225389,5.509970417343454,0.28183909431247645,0.482506400098116,0.09985167828170666,0.7253465972933627,4.817215771021973,0.18704573109764122,79.88712394212223,93.96815631558326,43.45787987235457,198.33090737703995,656.2675523199359,8830.01440134989,,,,,,,
"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user1/2-1-1",0.012293028709127681,0.028632565645214325,0.006214384776418573,0.019712182492091876,0.30255862005585143,0.037208727957382115,0.08073712069234261,0.016946452772386357,0.06743055086571023,0.8276749664851775,0.015859976017630693,0.045188267586480126,0.007098061187484303,0.018368322260379197,0.4752009799914332,0.008813305422478265,0.026939235518633618,0.003740974261864729,0.010543757597563562,0.2786164128962874,0.01455937783032163,0.04320173792348542,0.005783430601232761,0.020192219257456043,0.47107605388142826,0.020630906172074692,0.0454586476602988,0.010445111433804877,0.03771909471759478,0.7054232082046561,1.0,519.0,1.6379778247374563,6.517814878474052,0.5218230233487702,0.019305019305019305,0.03718298170451395,1.494713270503462,0.3996138996138996,0.008675623878281571,1.0065441169065663,0.11695869413135333,0.9940621207837903,1.0887493138251305,2.611519481068445,0.07734319933711903,0.13456384736511895,0.02653938189832894,0.20196426777431098,1.705202207703317,0.013679336132911465,36.77456646908264,56.099780899502115,15.936807994369046,94.54191776610641,565.2484353114124,3147.1854169721423,0.022722001850226825,0.0966578219951711,0.0,0.0,0.9656966924667358,5201.0,878.0
"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user1/2-1-2",0.03518916005980064,0.0478419375829887,0.014397043370029908,0.09498124482006835,0.4792421792289916,0.1385045444228737,0.177937982126382,0.05375744155863026,0.3666810872074465,1.159711763739323,0.05518206824890288,0.07671342881721302,0.020829656923620023,0.139478248774193,0.7112519148046985,0.03160556443213726,0.04265893014607086,0.012693589302896421,0.08149990700939948,0.3710923061909065,0.027594215888804816,0.0423120546450695,0.013619974250490545,0.060977855657661846,0.39744140419788176,0.03768626485536661,0.050766032989856213,0.02046784741499011,0.08752896314205395,0.5672532608526315,1.0,316.0,1.2303920370220305,7.956883349557928,0.5369792797919437,0.12698412698412698,0.030282459898961216,2.0305560536417473,0.4,0.041055411271579176,0.9964598203600471,0.10850544706062089,0.98233471346137,1.087731022881195,2.5966672871201655,0.08217791994928658,0.11616887084391081,0.04213398361642284,0.2017070650012951,1.6427757838557744,0.011773432041825203,34.00725083444499,53.307817808929094,12.158035796464493,92.77288015978264,536.0446014829363,2841.723439549978,0.028296683516421676,0.11639906853455922,0.0,0.0,0.9656966924667358,3545.0,624.0
"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user1/2-1-3",0.06769296239352998,0.09010309964438099,0.02968897563899825,0.15294030040009157,0.5521141908209956,0.22562314445193737,0.2657444197113324,0.0939061759954567,0.5524663912826062,1.5555576498379182,0.11130530965022474,0.14902393314580534,0.052816259851631034,0.26613083792779746,0.9103888867878149,0.06417027979706427,0.08012052387712329,0.0339939163048715,0.14902030208640443,0.4814613305830919,0.06070742958874785,0.11709398543567233,0.02713860089796278,0.1328182876151541,0.8314787148763693,0.07745423121336266,0.11900371555523127,0.0414045144401598,0.16179643947331684,1.1102769952985736,1.0,209.0,1.3422340221894171,14.018206713034033,0.5784379910850348,0.04807692307692307,0.03515014934887472,2.043058359415142,0.39903846153846156,0.06400159193622629,1.067165422113963,0.3021736571648256,0.9896676209718088,1.3214050834499527,3.959053422221024,0.21665964234269908,0.35471249966572715,0.07560368852922089,0.5968607356906566,2.9346384672345205,0.09130891908436553,61.04099280081288,90.4047979729859,22.166465054220982,175.21503592040634,560.074216840947,8173.027496536395,0.049289308232446774,0.17457902462720598,0.0,0.1207120865583419,0.9656966924667358,2067.0,381.0
"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user1/2-2-1",0.014785608761875735,0.01629222673374174,0.009635959819927554,0.03328878599825888,0.10169264617630336,0.042156708143623524,0.040138598646288055,0.030623467321271948,0.10007457081915067,0.2520672365714066,0.02133114530577276,0.02434757049742292,0.013996001761883526,0.04291690506211528,0.1964019433461832,0.011706185043407853,0.013141603298315159,0.0074362848166271735,0.024576874637593567,0.08765358964507179,0.013707110383397652,0.015483911287628263,0.008527253648818643,0.031625047444191014,0.09305464103317634,0.016190391833217174,0.020050662786005334,0.009429225859519904,0.04214407793220346,0.1229496663419232,1.0,222.0,1.5661819233676098,2.7810416444755535,0.15175501176379547,0.04524886877828054,0.047010437213312585,2.074148680710614,0.39819004524886875,0.012486149629255294,1.0079057976389465,0.14640119599793028,0.9901843262416976,1.110176471991455,2.545661996416649,0.08152812474471875,0.13111484294481973,0.030968903349823607,0.24106115109949658,1.5042487622975331,0.021433310189624393,35.84807954867967,55.28873605308145,9.54256542857549,103.74295823665818,376.01115968811354,3056.8443343473086,0.04160648513093032,0.13853536832680713,0.0,0.1207123771309852,0.965699017047882,4056.0,447.0
